Age,AgeGroup,Class,Event,EventNumber,Finals,Gender,Heat,MeetDate,MeetName,Name,Rank,Team,TeamType,Wind,OrigTeamName
,Under 100,Open,4X800 Meter Relay,Event 1,8:57.50,Women,None,2017-01-21,Central Hurdles And Relays,,1,Holmwood Technical High,,,Holmwood Technical High
,Under 100,Open,4X800 Meter Relay,Event 1,9:00.57,Women,None,2017-01-21,Central Hurdles And Relays,,2,Edwin Allen High,,,Edwin Allen High
,Under 100,Open,4X800 Meter Relay,Event 2,7:48.66,Men,None,2017-01-21,Central Hurdles And Relays,,1,Jamaica College,,,Jamaica College
,Under 100,Open,4X800 Meter Relay,Event 2,7:58.42,Men,None,2017-01-21,Central Hurdles And Relays,,2,GC Foster College,,,G.C. Foster College
,Under 100,Open,4X800 Meter Relay,Event 2,8:06.16,Men,None,2017-01-21,Central Hurdles And Relays,,3,Holmwood Technical High,,,Holmwood Technical High
,Under 100,Open,4X800 Meter Relay,Event 2,8:15.04,Men,None,2017-01-21,Central Hurdles And Relays,,4,Edwin Allen High,,,Edwin Allen High
,Under 100,Open,4X800 Meter Relay,Event 2,8:20.85,Men,None,2017-01-21,Central Hurdles And Relays,,5,Excelsior High,,,Excelsior High School
,Under 100,Open,4X800 Meter Relay,Event 2,8:26.35,Men,None,2017-01-21,Central Hurdles And Relays,,6,Jamaica College,,,Jamaica College 
,19-99,,200 Meter Dash,Event 3,24.85,Women,None,2017-01-21,Central Hurdles And Relays,Shennae Steele,1,Utech,Clubs,0.3,Utech/Mvp
18,19-99,,200 Meter Dash,Event 3,24.98,Women,None,2017-01-21,Central Hurdles And Relays,Taqece Duggan,2,GC Foster College,Clubs,0.3,G.C. Foster College
20,19-99,,200 Meter Dash,Event 3,25.45,Women,None,2017-01-21,Central Hurdles And Relays,Shevonne Dixon,3,GC Foster College,Clubs,0.3,G.C. Foster College
,19-99,,200 Meter Dash,Event 3,25.57,Women,None,2017-01-21,Central Hurdles And Relays,Shana Wright,4,Utech,Clubs,0.3,Utech/Mvp
20,19-99,,200 Meter Dash,Event 3,27.25,Women,None,2017-01-21,Central Hurdles And Relays,Yensheka Olowu,5,GC Foster College,Clubs,0.3,G.C. Foster College
,19-99,,200 Meter Dash,Event 3,29.93,Women,None,2017-01-21,Central Hurdles And Relays,Brittany Becford,6,Utech,Clubs,0.3,Utech/Mvp
27,19-99,,200 Meter Dash,Event 4,21.93,Men,2,2017-01-21,Central Hurdles And Relays,Nasive Powell,1,GC Foster College,Clubs,-0.8,G.C. Foster College
,19-99,,200 Meter Dash,Event 4,21.99,Men,2,2017-01-21,Central Hurdles And Relays,Daniel Jarrett,2,Utech,Clubs,-0.8,Utech/Mvp
27,19-99,,200 Meter Dash,Event 4,22.13,Men,3,2017-01-21,Central Hurdles And Relays,Alvin Green,3,GC Foster College,Clubs,-1.5,G.C. Foster College
22,19-99,,200 Meter Dash,Event 4,22.35,Men,3,2017-01-21,Central Hurdles And Relays,Aubrery Allen,4,GC Foster College,Clubs,-1.5,G.C. Foster College
19,19-99,,200 Meter Dash,Event 4,22.58,Men,1,2017-01-21,Central Hurdles And Relays,Shown-D Thompson,5,GC Foster College,Clubs,0.1,G.C. Foster College
22,19-99,,200 Meter Dash,Event 4,22.60,Men,3,2017-01-21,Central Hurdles And Relays,Orane Armstrong,6,Elite Perfor,Clubs,-1.5,Elite Perfor
17,19-99,,200 Meter Dash,Event 4,22.61,Men,1,2017-01-21,Central Hurdles And Relays,Shamar Beckford,7,GC Foster College,Clubs,0.1,G.C. Foster College
,19-99,,200 Meter Dash,Event 4,22.71,Men,3,2017-01-21,Central Hurdles And Relays,Leonardo Stewart,8,Utech,Clubs,-1.5,Utech/Mvp
,19-99,,200 Meter Dash,Event 4,22.71,Men,1,2017-01-21,Central Hurdles And Relays,Leon Thomas,8,Utech,Clubs,0.1,Utech/Mvp
20,19-99,,200 Meter Dash,Event 4,22.85,Men,2,2017-01-21,Central Hurdles And Relays,Renardo Richards,10,Elite Perfor,Clubs,-0.8,Elite Perfor
,19-99,,200 Meter Dash,Event 4,22.91,Men,1,2017-01-21,Central Hurdles And Relays,Waquar Dacosta,11,Utech,Clubs,0.1,Utech/Mvp
,19-99,,200 Meter Dash,Event 4,22.98,Men,3,2017-01-21,Central Hurdles And Relays,Sanjai Brown,12,Utech,Clubs,-1.5,Utech/Mvp
16,19-99,,200 Meter Dash,Event 4,23.08,Men,1,2017-01-21,Central Hurdles And Relays,Xavyva Morgan,13,Rhodes Hall High,Clubs,0.1,Rhodes Hall High
,19-99,,200 Meter Dash,Event 4,23.13,Men,3,2017-01-21,Central Hurdles And Relays,Telphia Hines,14,Utech,Clubs,-1.5,Utech/Mvp
22,19-99,,200 Meter Dash,Event 4,23.18,Men,2,2017-01-21,Central Hurdles And Relays,Ricardo Davis,15,GC Foster College,Clubs,-0.8,G.C. Foster College
22,19-99,,200 Meter Dash,Event 4,23.23,Men,2,2017-01-21,Central Hurdles And Relays,Oraine Lindo,16,Caribbean Ma,Clubs,-0.8,Caribbean Ma
,19-99,,200 Meter Dash,Event 4,23.72,Men,2,2017-01-21,Central Hurdles And Relays,Jonoi Hussey,17,Utech,Clubs,-0.8,Utech/Mvp
21,19-99,,200 Meter Dash,Event 4,23.96,Men,3,2017-01-21,Central Hurdles And Relays,Orlan Reid,18,Caribbean Ma,Clubs,-1.5,Caribbean Ma
,19-99,,200 Meter Dash,Event 4,24.29,Men,3,2017-01-21,Central Hurdles And Relays,Lance Muir,19,Utech,Clubs,-1.5,Utech/Mvp
23,19-99,,200 Meter Dash,Event 4,24.52,Men,2,2017-01-21,Central Hurdles And Relays,Jason Rodgers,20,Elite Perfor,Clubs,-0.8,Elite Perfor
,19-99,,200 Meter Dash,Event 4,27.20,Men,2,2017-01-21,Central Hurdles And Relays,Glenmore Biggs,21,Utech,Clubs,-0.8,Utech/Mvp
18,18-19,,400 Meter Hurdles,Event 6,1:04.10,Girls,None,2017-01-21,Central Hurdles And Relays,Alesha Kelly,1,St. Jago High,,,St. Jago High
18,18-19,,400 Meter Hurdles,Event 6,1:05.87,Girls,None,2017-01-21,Central Hurdles And Relays,Monise Barronette,2,Edwin Allen High,,,Edwin Allen High
16,Under 18,,400 Meter Hurdles,Event 8,57.59,Boys,None,2017-01-21,Central Hurdles And Relays,Jashaun Parkes,1,St. Elizabeth Technical High,,,St. Elizabet
16,Under 18,,400 Meter Hurdles,Event 8,58.46,Boys,None,2017-01-21,Central Hurdles And Relays,Kimani Lindo,2,Wolmer's,,,Wolmer's Boys' A
14,Under 18,,400 Meter Hurdles,Event 8,1:00.93,Boys,None,2017-01-21,Central Hurdles And Relays,Warren Henlon,3,St. Elizabeth Technical High,,,St. Elizabet
15,Under 18,,400 Meter Hurdles,Event 8,1:04.92,Boys,None,2017-01-21,Central Hurdles And Relays,Eleon Wright,4,Jamaica College,,,Jamaica College
15,Under 18,,400 Meter Hurdles,Event 8,1:06.40,Boys,None,2017-01-21,Central Hurdles And Relays,Austin Facey,5,Mona High,,,Mona High
15,Under 18,,400 Meter Hurdles,Event 8,1:06.65,Boys,None,2017-01-21,Central Hurdles And Relays,Joel Bryan,6,Wolmer's,,,Wolmer's Boys' A
15,Under 18,,400 Meter Hurdles,Event 8,1:18.04,Boys,None,2017-01-21,Central Hurdles And Relays,Timarley Simpson,7,Mona High,,,Mona High
17,17-19,,400 Meter Hurdles,Event 9,54.20,Boys,1,2017-01-21,Central Hurdles And Relays,Leonardo Ledgister,1,St. Elizabeth Technical High,,,St. Elizabet
17,17-19,,400 Meter Hurdles,Event 9,54.55,Boys,2,2017-01-21,Central Hurdles And Relays,Jauavney James,2,St. Elizabeth Technical High,,,St. Elizabet
16,17-19,,400 Meter Hurdles,Event 9,55.54,Boys,2,2017-01-21,Central Hurdles And Relays,Dashinelle Dyer,3,St. Elizabeth Technical High,,,St. Elizabet
16,17-19,,400 Meter Hurdles,Event 9,56.17,Boys,2,2017-01-21,Central Hurdles And Relays,Rovane Williams,4,Rhodes Hall High,,,Rhodes Hall High
16,17-19,,400 Meter Hurdles,Event 9,56.29,Boys,1,2017-01-21,Central Hurdles And Relays,Chadon Davis,5,Wolmer's,,,Wolmer's Boys' A
17,17-19,,400 Meter Hurdles,Event 9,58.72,Boys,2,2017-01-21,Central Hurdles And Relays,Achebe Thompson,6,Excelsior High,,,XLCR
18,17-19,,400 Meter Hurdles,Event 9,59.14,Boys,1,2017-01-21,Central Hurdles And Relays,Olando Mclean,7,Rhodes Hall High,,,Rhodes Hall High
16,17-19,,400 Meter Hurdles,Event 9,1:00.86,Boys,1,2017-01-21,Central Hurdles And Relays,Ricardo Smith,8,Rhodes Hall High,,,Rhodes Hall High
17,17-19,,400 Meter Hurdles,Event 9,1:01.32,Boys,1,2017-01-21,Central Hurdles And Relays,Jordane Savage,9,Jamaica College,,,Jamaica College
17,17-19,,400 Meter Hurdles,Event 9,1:03.18,Boys,2,2017-01-21,Central Hurdles And Relays,Hue Hall,10,Manchester High,,,Manchester High
16,17-19,,400 Meter Hurdles,Event 9,1:04.94,Boys,1,2017-01-21,Central Hurdles And Relays,Joel Morgan,11,Excelsior High,,,XLCR
23,20-99,,400 Meter Hurdles,Event 10,52.41R,Men,None,2017-01-21,Central Hurdles And Relays,Marzel Miller,1,GC Foster College,Clubs,,G.C. Foster College
20,20-99,,400 Meter Hurdles,Event 10,53.56,Men,None,2017-01-21,Central Hurdles And Relays,Kemario Eldemire,2,GC Foster College,Clubs,,G.C. Foster College
25,20-99,,400 Meter Hurdles,Event 10,54.10,Men,None,2017-01-21,Central Hurdles And Relays,Evon Duhaney,3,GC Foster College,Clubs,,G.C. Foster College
20,20-99,,400 Meter Hurdles,Event 10,54.79,Men,None,2017-01-21,Central Hurdles And Relays,Troy Whyte,4,Rhodes Hall High,Clubs,,Rhodes Hall High
19,20-99,,400 Meter Hurdles,Event 10,59.42,Men,None,2017-01-21,Central Hurdles And Relays,Kristoff Thompson,5,Church Teachers,Clubs,,Church Teach
19,20-99,,400 Meter Hurdles,Event 10,1:02.46,Men,None,2017-01-21,Central Hurdles And Relays,Corville Senior,6,Church Teachers,Clubs,,Church Teach
12,Under 13,Class 4,70 Meter Hurdles,Event 11,10.86R,Girls,2,2017-01-21,Central Hurdles And Relays,Danae Nembhard,1,St. Jago High,,NWI,St. Jago High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,11.25A,Girls,2,2017-01-21,Central Hurdles And Relays,Kay-Lagay Clarke,2,St. Jago High,,NWI,St. Jago High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,11.46A,Girls,1,2017-01-21,Central Hurdles And Relays,Alliyan Blair,3,St. Jago High,,0.7,St. Jago High
,Under 13,Class 4,70 Meter Hurdles,Event 11,11.58A,Girls,2,2017-01-21,Central Hurdles And Relays,Atayha Wallace,4,Holmwood Technical High,,NWI,Holmwood Tec
11,Under 13,Class 4,70 Meter Hurdles,Event 11,11.70A,Girls,1,2017-01-21,Central Hurdles And Relays,Brianna Watt,5,Edwin Allen High,,0.7,Edwin Allen High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,11.73A,Girls,1,2017-01-21,Central Hurdles And Relays,Briana Duhaney,6,Holmwood Technical High,,0.7,Holmwood Tec
12,Under 13,Class 4,70 Meter Hurdles,Event 11,11.74A,Girls,3,2017-01-21,Central Hurdles And Relays,Chenessa Davis,7,Excelsior High,,NWI,Xlcr-G
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.00A,Girls,1,2017-01-21,Central Hurdles And Relays,Tadavea Williams,8,Edwin Allen High,,0.7,Edwin Allen High
11,Under 13,Class 4,70 Meter Hurdles,Event 11,12.06A,Girls,1,2017-01-21,Central Hurdles And Relays,Rashema Lindo,9,St. Elizabeth Technical High,,0.7,St. Elizabet
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.08A,Girls,3,2017-01-21,Central Hurdles And Relays,Annalice Brady,10,Knox College,,NWI,Knox College
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.11A,Girls,3,2017-01-21,Central Hurdles And Relays,Alishia Mckenzie,11,Edwin Allen High,,NWI,Edwin Allen High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.29A,Girls,1,2017-01-21,Central Hurdles And Relays,Aliyhana Blake,12,Mona High,,0.7,Mona High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.44A,Girls,3,2017-01-21,Central Hurdles And Relays,T'Kyla Bennett,13,Excelsior High,,NWI,Xlcr-G
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.57A,Girls,2,2017-01-21,Central Hurdles And Relays,Adrianna Watson,14,Edwin Allen High,,NWI,Edwin Allen High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,12.80,Girls,1,2017-01-21,Central Hurdles And Relays,Davonie Mcfarlane,15,Edwin Allen High,,0.7,Edwin Allen High
11,Under 13,Class 4,70 Meter Hurdles,Event 11,12.86,Girls,3,2017-01-21,Central Hurdles And Relays,Briana Thompson-Cameron,16,St. Elizabeth Technical High,,NWI,St. Elizabet
12,Under 13,Class 4,70 Meter Hurdles,Event 11,14.96,Girls,3,2017-01-21,Central Hurdles And Relays,Cedricka Williams,17,Holmwood Technical High,,NWI,Holmwood Tec
12,Under 13,Class 4,70 Meter Hurdles,Event 11,15.80,Girls,2,2017-01-21,Central Hurdles And Relays,Breanna Bryan,18,Mona High,,NWI,Mona High
12,Under 13,Class 4,70 Meter Hurdles,Event 11,DNF,Girls,1,2017-01-21,Central Hurdles And Relays,Shaneil Johnson,--,Excelsior High,,0.7,Xlcr-G
12,Under 13,Class 4,70 Meter Hurdles,Event 11,DNF,Girls,2,2017-01-21,Central Hurdles And Relays,Leanna Lewis,--,Edwin Allen High,,NWI,Edwin Allen High
14,13-14,Class 3,80 Meter Hurdles,Event 12,11.60A,Girls,2,2017-01-21,Central Hurdles And Relays,Lisandra Brown,1,Edwin Allen High,,-1.0,Edwin Allen High
14,13-14,Class 3,80 Meter Hurdles,Event 12,11.68A,Girls,1,2017-01-21,Central Hurdles And Relays,Dyandra Gray,2,Holmwood Technical High,,-0.1,Holmwood Tec
14,13-14,Class 3,80 Meter Hurdles,Event 12,11.74A,Girls,2,2017-01-21,Central Hurdles And Relays,Ackera Nugent,3,Excelsior High,,-1.0,Xlcr-G
14,13-14,Class 3,80 Meter Hurdles,Event 12,11.92A,Girls,1,2017-01-21,Central Hurdles And Relays,Thennelle Williams,4,St. Jago High,,-0.1,St. Jago High
13,13-14,Class 3,80 Meter Hurdles,Event 12,11.97A,Girls,1,2017-01-21,Central Hurdles And Relays,Patreece Clarke,5,Edwin Allen High,,-0.1,Edwin Allen High
14,13-14,Class 3,80 Meter Hurdles,Event 12,12.05A,Girls,2,2017-01-21,Central Hurdles And Relays,Shamel Robinson,6,Holmwood Technical High,,-1.0,Holmwood Tec
13,13-14,Class 3,80 Meter Hurdles,Event 12,12.30A,Girls,2,2017-01-21,Central Hurdles And Relays,Shanice Walsh,7,St. Catherine High,,-1.0,St. Catherine High
14,13-14,Class 3,80 Meter Hurdles,Event 12,12.36A,Girls,2,2017-01-21,Central Hurdles And Relays,Beyonce Bucknor,8,Excelsior High,,-1.0,Xlcr-G
13,13-14,Class 3,80 Meter Hurdles,Event 12,12.41A,Girls,3,2017-01-21,Central Hurdles And Relays,Salieci Myles,9,Edwin Allen High,,-0.5,Edwin Allen High
14,13-14,Class 3,80 Meter Hurdles,Event 12,12.44A,Girls,1,2017-01-21,Central Hurdles And Relays,Kenisha Greenwood,10,Edwin Allen High,,-0.1,Edwin Allen High
13,13-14,Class 3,80 Meter Hurdles,Event 12,12.56A,Girls,3,2017-01-21,Central Hurdles And Relays,Breann Brown,11,St. Catherine High,,-0.5,St. Catherine High
13,13-14,Class 3,80 Meter Hurdles,Event 12,12.79A,Girls,1,2017-01-21,Central Hurdles And Relays,Teiolla Harvey,12,Excelsior High,,-0.1,Xlcr-G
13,13-14,Class 3,80 Meter Hurdles,Event 12,13.24A,Girls,3,2017-01-21,Central Hurdles And Relays,Tashanua Houston,13,Excelsior High,,-0.5,Xlcr-G
13,13-14,Class 3,80 Meter Hurdles,Event 12,14.06,Girls,3,2017-01-21,Central Hurdles And Relays,Janela Spencer,14,Manchester High,,-0.5,Manchester High
13,13-14,Class 3,80 Meter Hurdles,Event 12,FS,Girls,2,2017-01-21,Central Hurdles And Relays,Celine Nicholson,--,Manchester High,,-1.0,Manchester High
16,15-16,Class 2,100 Meter Hurdles,Event 13,13.46R,Girls,1,2017-01-21,Central Hurdles And Relays,Shanette Allison,1,Holmwood Technical High,,0.7,Holmwood Tec
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.14A,Girls,1,2017-01-21,Central Hurdles And Relays,Rosealee Cooper,2,St. Jago High,,0.7,St. Jago High
16,15-16,Class 2,100 Meter Hurdles,Event 13,14.14A,Girls,2,2017-01-21,Central Hurdles And Relays,Daszay Freeman,2,Manchester High,,0.1,Manchester High
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.21A,Girls,2,2017-01-21,Central Hurdles And Relays,Winsome Harris,4,St. Elizabeth Technical High,,0.1,St. Elizabet
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.26A,Girls,2,2017-01-21,Central Hurdles And Relays,Kimeone Mcleod,5,St. Jago High,,0.1,St. Jago High
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.30A,Girls,2,2017-01-21,Central Hurdles And Relays,Angel Cranston,6,Unattached,,0.1,Unattached
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.34A,Girls,1,2017-01-21,Central Hurdles And Relays,Antonette Black,7,Edwin Allen High,,0.7,Edwin Allen High
15,15-16,Class 2,100 Meter Hurdles,Event 13,14.86A,Girls,2,2017-01-21,Central Hurdles And Relays,Aaliyah Wood,8,Edwin Allen High,,0.1,Edwin Allen High
16,15-16,Class 2,100 Meter Hurdles,Event 13,15.16A,Girls,1,2017-01-21,Central Hurdles And Relays,Kwanda Knight,9,Holmwood Technical High,,0.7,Holmwood Tec
16,15-16,Class 2,100 Meter Hurdles,Event 13,15.54A,Girls,2,2017-01-21,Central Hurdles And Relays,Patricia Brown,10,Edwin Allen High,,0.1,Edwin Allen High
15,15-16,Class 2,100 Meter Hurdles,Event 13,15.86A,Girls,2,2017-01-21,Central Hurdles And Relays,Maricia Spence,11,Holmwood Technical High,,0.1,Holmwood Tec
16,15-16,Class 2,100 Meter Hurdles,Event 13,16.16A,Girls,2,2017-01-21,Central Hurdles And Relays,Kaciann Cowan,12,Excelsior High,,0.1,Xlcr-G
16,15-16,Class 2,100 Meter Hurdles,Event 13,16.24A,Girls,1,2017-01-21,Central Hurdles And Relays,Amanda Mckain,13,Unattached,,0.7,Unattached
15,15-16,Class 2,100 Meter Hurdles,Event 13,16.26,Girls,1,2017-01-21,Central Hurdles And Relays,Ashley Duffus,14,St. Catherine High,,0.7,St. Catherine High
13,Under 14,Class 3,100 Meter Hurdles,Event 14,14.62A,Boys,2,2017-01-21,Central Hurdles And Relays,Simon Roberts,1,Jamaica College,,2.0,Jamaica College
13,Under 14,Class 3,100 Meter Hurdles,Event 14,14.86A,Boys,2,2017-01-21,Central Hurdles And Relays,Devoy Pinnock,2,Excelsior High,,2.0,XLCR
13,Under 14,Class 3,100 Meter Hurdles,Event 14,14.90A,Boys,2,2017-01-21,Central Hurdles And Relays,Christopher Bagaloo,3,St. Elizabeth Technical High,,2.0,St. Elizabet
13,Under 14,Class 3,100 Meter Hurdles,Event 14,15.36A,Boys,1,2017-01-21,Central Hurdles And Relays,Robert Graham,4,Jamaica College,,1.4,Jamaica College
13,Under 14,Class 3,100 Meter Hurdles,Event 14,15.81A,Boys,1,2017-01-21,Central Hurdles And Relays,Marcelle Morris,5,Jamaica College,,1.4,Jamaica College
13,Under 14,Class 3,100 Meter Hurdles,Event 14,15.92A,Boys,2,2017-01-21,Central Hurdles And Relays,Sharvis Simmonds,6,Excelsior High,,2.0,XLCR
13,Under 14,Class 3,100 Meter Hurdles,Event 14,16.38,Boys,1,2017-01-21,Central Hurdles And Relays,Malachi Johnson,7,Excelsior High,,1.4,XLCR
13,Under 14,Class 3,100 Meter Hurdles,Event 14,16.45,Boys,2,2017-01-21,Central Hurdles And Relays,Zachary Chamberlain,8,Mona High,,2.0,Mona High
13,Under 14,Class 3,100 Meter Hurdles,Event 14,19.00,Boys,1,2017-01-21,Central Hurdles And Relays,Kymarley Sandcroft,9,St. Elizabeth Technical High,,1.4,St. Elizabet
13,Under 14,Class 3,100 Meter Hurdles,Event 14,21.36,Boys,1,2017-01-21,Central Hurdles And Relays,Andre Carter,10,Mona High,,1.4,Mona High
18,17-18,Class 1,100 Meter Hurdles,Event 15,14.11A,Girls,1,2017-01-21,Central Hurdles And Relays,Gabrielle Mcdonald,1,Edwin Allen High,,-0.9,Edwin Allen High
18,17-18,Class 1,100 Meter Hurdles,Event 15,14.16A,Girls,1,2017-01-21,Central Hurdles And Relays,Nicolee Foster,2,Holmwood Technical High,,-0.9,Holmwood Tec
18,17-18,Class 1,100 Meter Hurdles,Event 15,14.55A,Girls,2,2017-01-21,Central Hurdles And Relays,Aneka Brissett,3,St. Jago High,,0.1,St. Jago High
18,17-18,Class 1,100 Meter Hurdles,Event 15,14.61A,Girls,1,2017-01-21,Central Hurdles And Relays,Renee Shaw,4,Excelsior High,,-0.9,Xlcr-G
17,17-18,Class 1,100 Meter Hurdles,Event 15,14.78A,Girls,2,2017-01-21,Central Hurdles And Relays,Rushelee Jones,5,Excelsior High,,0.1,Xlcr-G
17,17-18,Class 1,100 Meter Hurdles,Event 15,14.97A,Girls,1,2017-01-21,Central Hurdles And Relays,Khamoy Farquharson,6,Edwin Allen High,,-0.9,Edwin Allen High
18,17-18,Class 1,100 Meter Hurdles,Event 15,14.99A,Girls,1,2017-01-21,Central Hurdles And Relays,Safiya Thompson,7,St. Jago High,,-0.9,St. Jago High
18,17-18,Class 1,100 Meter Hurdles,Event 15,15.75A,Girls,2,2017-01-21,Central Hurdles And Relays,Monise Barronette,8,Edwin Allen High,,0.1,Edwin Allen High
18,17-18,Class 1,100 Meter Hurdles,Event 15,18.54,Girls,2,2017-01-21,Central Hurdles And Relays,Tamia Campbell,9,Edwin Allen High,,0.1,Edwin Allen High
19,19-99,,100 Meter Hurdles,Event 16,14.55,Women,None,2017-01-21,Central Hurdles And Relays,Natasha Russell,1,GC Foster College,Clubs,NWI,G.C. Foster
15,14-15,Class 2,110 Meter Hurdles,Event 17,14.31A,Boys,1,2017-01-21,Central Hurdles And Relays,Trezequet James,1,Jamaica College,,NWI,Jamaica College
15,14-15,Class 2,110 Meter Hurdles,Event 17,14.35A,Boys,1,2017-01-21,Central Hurdles And Relays,Tarjmaar Miller,2,Jamaica College,,NWI,Jamaica College
15,14-15,Class 2,110 Meter Hurdles,Event 17,14.43A,Boys,1,2017-01-21,Central Hurdles And Relays,Jeremy Farr,3,Wolmer's,,NWI,Wolmer's Boys' A
16,14-15,Class 2,110 Meter Hurdles,Event 17,15.02A,Boys,2,2017-01-21,Central Hurdles And Relays,Jashaun Parkes,4,St. Elizabeth Technical High,,1.4,St. Elizabet
14,14-15,Class 2,110 Meter Hurdles,Event 17,15.38A,Boys,1,2017-01-21,Central Hurdles And Relays,Warren Henlon,5,St. Elizabeth Technical High,,NWI,St. Elizabet
15,14-15,Class 2,110 Meter Hurdles,Event 17,15.73A,Boys,2,2017-01-21,Central Hurdles And Relays,Quean Johnson,6,Jamaica College,,1.4,Jamaica College
14,14-15,Class 2,110 Meter Hurdles,Event 17,16.36,Boys,2,2017-01-21,Central Hurdles And Relays,Joseph Smith,7,Mona High,,1.4,Mona High
14,14-15,Class 2,110 Meter Hurdles,Event 17,16.96,Boys,2,2017-01-21,Central Hurdles And Relays,Tahjay Adams,8,Wolmer's,,1.4,Wolmer's Boys' A
15,14-15,Class 2,110 Meter Hurdles,Event 17,17.47,Boys,1,2017-01-21,Central Hurdles And Relays,Austin Facey,9,Mona High,,NWI,Mona High
15,14-15,Class 2,110 Meter Hurdles,Event 17,18.10,Boys,1,2017-01-21,Central Hurdles And Relays,Llamar-Daiyne Marshall,10,Mona High,,NWI,Mona High
14,14-15,Class 2,110 Meter Hurdles,Event 17,18.41,Boys,2,2017-01-21,Central Hurdles And Relays,Rowja Marshall,11,Spanish Town High,,1.4,Spanish Town High
15,14-15,Class 2,110 Meter Hurdles,Event 17,21.18,Boys,2,2017-01-21,Central Hurdles And Relays,Timarley Simpson,12,Mona High,,1.4,Mona High
17,16-18,Class 1,110 Meter Hurdles,Event 18,14.20A,Boys,1,2017-01-21,Central Hurdles And Relays,Phillip Lemonious,1,Jamaica College,,1.2,Jamaica College
16,16-18,Class 1,110 Meter Hurdles,Event 18,14.31A,Boys,2,2017-01-21,Central Hurdles And Relays,Oquendo Bernard,2,Jamaica College,,0.2,Jamaica College
16,16-18,Class 1,110 Meter Hurdles,Event 18,14.72A,Boys,2,2017-01-21,Central Hurdles And Relays,Lloyd Facey Jr.,3,Mona High,,0.2,Mona High
17,16-18,Class 1,110 Meter Hurdles,Event 18,14.86A,Boys,1,2017-01-21,Central Hurdles And Relays,Brandon Bembridge,4,Excelsior High,,1.2,XLCR
16,16-18,Class 1,110 Meter Hurdles,Event 18,14.88A,Boys,1,2017-01-21,Central Hurdles And Relays,Leonardo Daley,5,Excelsior High,,1.2,XLCR
18,16-18,Class 1,110 Meter Hurdles,Event 18,15.15A,Boys,2,2017-01-21,Central Hurdles And Relays,Shemar Patten,6,Wolmer's,,0.2,Wolmer's Boys' A
16,16-18,Class 1,110 Meter Hurdles,Event 18,15.31A,Boys,1,2017-01-21,Central Hurdles And Relays,Dashinelle Dyer,7,St. Elizabeth Technical High,,1.2,St. Elizabet
